Country Name,Country Code,Year,gdp,Consumer Expenditure in Current USD,General Government Final Consumption Expenditure in Current USD,Gross Fixed Capital Formation,Net Exports,calculated_gdp,Consumer Expenditure (as % of GDP),Government Expenditure (as % of GDP),Investment Expenditure (as % of GDP),Net Exports Expenditure (as % of GDP),Consumer Expenditure (as % of GDP) % Difference (First Non-Empty),Government Expenditure (as % of GDP) % Difference (First Non-Empty),Investment Expenditure (as % of GDP) % Difference (First Non-Empty),Net Exports Expenditure (as % of GDP) % Difference (First Non-Empty),Consumer Expenditure (as % of GDP) % Difference (Last Year),Government Expenditure (as % of GDP) % Difference (Last Year),Investment Expenditure (as % of GDP) % Difference (Last Year),Net Exports Expenditure (as % of GDP) % Difference (Last Year),Total Percentage,GDP per capita,Income Level
Belgium,BEL,2015,462335574841.48413,346539153936.9139,109180950294.21869,106168068039.7265,6556000719.4140625,568444172990.2732,60.96274188438969,19.206978535794917,18.676955993978176,1.1533235858372048,1.7289717833550498,4.462665729451924,3.6412277015854073,3.457212680055514,-0.6706659285531713,-1.798173010948123,1.471415443822699,74.52430270424301,99.99999999999997,50.41016362448179,High income
Belgium,BEL,2016,476062757356.92725,354921841713.61957,110741892969.10533,110816719619.53334,5685165077.859985,582165619380.1183,60.96578531922502,19.022403467766054,19.03525662293995,0.9765545900689685,1.7320152181903765,4.278090661423061,3.9995283305471823,3.2804436842872775,0.004992286667637735,-0.9609791966231462,1.918410200662768,-15.326921077393784,100.0,51.36626522196031,High income
Belgium,BEL,2017,502764720556.3538,374582847601.4124,115799098675.29431,117036099563.52962,5223645760.0,612641691600.2363,61.14223905052758,18.90160272521186,19.103515344805906,0.8526428794546612,1.908468949492935,4.157289918868866,4.067787052413138,3.15653197367297,0.289430752640385,-0.635044581821087,0.3585910251595825,-12.688661942140488,100.0,53.847427500857236,High income
Belgium,BEL,2018,543299066998.90155,407037228985.0977,125727369499.99991,128341766593.80383,-1822921381.333313,659283443697.5681,61.73933728750166,19.07030590588812,19.46685721000417,-0.2765004033939518,2.505567186467019,4.325993099545126,4.431128917611403,2.027388690824357,0.9765724092646311,0.8925337344606987,1.9019633750133602,-132.4286298585872,100.0,57.68378367988274,High income
Benin,BEN,1987,1562412227.9005773,1605474499.6384168,242898903.9277025,208959597.4016632,-245034343.60841596,1812298657.3593664,88.58774425059137,13.402807696255845,11.530086200368903,-13.520638147216117,23.75274859804803,6.31564554903823,3.93444812679368,6.777481799400094,-0.9032972124055072,0.6918763614123691,2.955539813286445,-2.7645877878707315,100.0,0.41407794243559864,Low income
Benin,BEN,1988,1620246083.7947803,1663119778.131022,213712872.9985792,244419799.60269633,-296170446.12914073,1825082004.603157,91.12575620911062,11.709768243813713,13.392263963275589,-16.227788416199935,26.290760556567278,4.622606096596098,5.796625889700366,4.070331530416276,2.864969618528579,-12.631976006901102,16.15059706012525,20.02235574613922,100.0,0.40402608952708646,Low income
Benin,BEN,1989,1502294416.1712859,1494668299.2093568,166519176.9822891,187142462.71066445,-169902128.1574872,1678427810.7448232,89.05168811198851,9.921140243046505,11.149866649767775,-10.1226950048028,24.21669245944517,2.83397809582889,3.5542285761925525,10.17542494181341,-2.2760503543725275,-15.274666103764623,-16.743974877264513,-37.62122881330225,100.0,0.35989520900547,Low income
Benin,BEN,1990,1959965330.1476502,1828593160.1996214,344355583.72682405,247377931.22186625,-144205941.16636193,2276120733.98195,80.33814432157106,15.129056143010155,10.868401114605726,-6.335601579186946,15.503148669027723,8.04189399579254,3.2727630410305038,13.962518367429265,-9.784815959310711,52.49311845595326,-2.5243847662331564,-37.41190882288793,100.00000000000001,0.47251900386443363,Low income
Benin,BEN,1991,1986437796.5305347,1884368663.5834932,321437714.239037,257359524.64744493,-185528219.0199744,2277637683.450001,82.73346886012123,14.112767652849262,11.299405806177889,-8.145642319148394,17.898473207577894,7.025605505631647,3.7037677326026666,12.152477627467817,2.9815532320019322,-6.717461291400073,3.965667875405776,28.569358684226675,99.99999999999999,0.4576263024382424,Low income
Benin,BEN,1992,1695315305.7030787,1638375444.9581017,267058711.7954931,227457191.18745524,-173980880.5985005,1958910467.3425496,83.63707643977806,13.633022858762093,11.611413333046446,-8.881512631586592,18.802080787234715,6.545860711544478,4.015775259471224,11.41660731502962,1.0921910952199632,-3.39936719634375,2.7612737538638354,9.033913884339718,100.0,0.3808484671640831,Low income
Benin,BEN,1993,2274558082.7613525,2147066749.5933495,346975932.86152405,315765947.30760664,-237760308.36334485,2572048321.3991356,83.4769211655166,13.490257160984326,12.276827953832422,-9.244006280333359,18.64192551297326,6.403095013766711,4.681189880257199,11.054113666282852,-0.1914883698460823,-1.047205005498908,5.730694461562091,4.081440445826523,100.0,0.476933295196533,Low income
Benin,BEN,1994,1598075943.867737,1437376843.4408197,249826597.28800276,259572011.97736266,-123794026.41075647,1822981426.2954288,78.84758575745803,13.704286488298886,14.238873102774935,-6.790745348531854,14.012590104914693,6.61712434108127,6.643235029199713,13.507374598084358,-5.545647040431212,1.5865474227842125,15.981694590173245,-26.53893622963911,100.0,0.3252484440450879,Low income
Benin,BEN,1995,2169627137.920696,1901515201.0115726,313460068.8894089,381092129.49817055,-196617143.89539123,2399450255.5037603,79.247952594556,13.063828607007256,15.882476772503914,-8.194257974067138,14.412956942012656,5.976666459789641,8.28683869892869,12.103861972549073,0.5077731083986903,-4.673412817504008,11.543074075213621,20.66802027613539,100.00000000000003,0.41944537237955015,Low income
Benin,BEN,1996,2361116449.393076,2029828209.006846,319036310.70621634,385812708.97295904,-83115273.63871586,2651561955.0473056,76.55216975575561,12.032014190689521,14.550393900416175,-3.1345778468613243,11.717174103212272,4.944852043471906,6.954755826840953,17.163542099754885,-3.401706606342747,-7.898254388949066,-8.387123061271328,-61.74665409874193,99.99999999999999,0.451429277853856,Low income
Benin,BEN,1997,2268301646.4670687,1946531806.8805573,299710089.9788177,390736748.304141,-98883444.23870158,2538095200.924814,76.69262390832672,11.808465256528255,15.394881490724499,-3.8959706555794713,11.857628255783382,4.7213031093106395,7.799243417149277,16.40214929103674,0.1834750772175875,-1.8579510514062592,5.8038812975652165,24.290122814481553,100.0,0.4191902665829222,Low income
Benin,BEN,1998,2455092686.347117,2142131933.919514,321998014.1597167,424209444.4075535,-132765181.3574084,2755574211.129376,77.7381325920291,11.685332692518754,15.394593355324321,-4.818058639872174,12.903136939485762,4.598170545301139,7.798955281749099,15.480061306744037,1.3632454210356748,-1.0427482431844992,-0.001871631167482679,23.667734328855072,100.0,0.4406948655480056,Low income
Benin,BEN,1999,3677393998.7448587,3315010496.579601,299558194.3548948,737673674.8027736,-307898180.98200047,4044344184.755269,81.9665771542191,7.406842263426738,18.239636418269175,-7.613055835915013,17.131581501675754,0.3196801162091232,10.643998344693951,12.685064110701198,5.439344143215963,-36.61419440655903,18.48079385585639,58.01085883249011,100.0,0.6259736179767402,Low income
Benin,BEN,2000,3519991440.4791317,3172537453.6309943,284436235.0776581,659153722.9382598,-216041108.05418336,3900086303.592729,81.34531409493368,7.293075407475924,16.901003506795544,-5.539393009205154,16.510318442390343,0.20591326025830892,9.30536543322032,14.758726937411057,-0.7579468130241795,-1.5359697412832496,-7.339142517845532,-27.238245343311938,100.0,0.5840958566344077,Low income
Benin,BEN,2001,3666222635.138748,3327730701.0851,296355081.0911689,698894451.8698804,-312362645.7135768,4010617588.3325725,82.97302417378106,7.3892629891542345,17.426105493155436,-7.788392656090719,18.138028521237715,0.30210084193661935,9.830467419580213,12.509727290525493,2.000988129381076,1.3188891695773641,3.10692785874378,40.60010985225748,100.0,0.5811162797379689,Low income
Benin,BEN,2002,4194342686.2178025,3753160504.6071873,326585474.49031126,709375930.9277233,-180994316.69046152,4608127593.334761,81.44654045681796,7.087162147217615,15.394016692458154,-3.9277192964937298,16.611544804274615,0.0,7.798378618882931,16.37040065012248,-1.8397349405585017,-4.0883758282799665,-11.661175823223601,-49.56957783295435,99.99999999999999,0.6462634083441068,Low income
Benin,BEN,2003,5349258094.482386,4769604140.474319,472276240.1087119,938439813.3196748,-231496422.09310293,5948823771.809603,80.17726400093761,7.93898522169615,15.775216232942904,-3.8914654555766552,15.34226834839427,0.8518230744785349,8.179578159367683,16.406654491039557,-1.5584166605005167,12.019240660564767,2.476283793244871,-0.9230252515610826,100.00000000000003,0.8083003411579055,Low income
Benin,BEN,2004,6190270380.498556,5426222535.946355,545329876.1884104,995807801.7024192,-178024698.5865035,6789335515.250681,79.92273358353839,8.03215388256262,14.667235099304873,-2.6221225654058777,15.087737930995047,0.9449917353450044,7.071597025729651,17.675997381210333,-0.3174595947752046,1.173558814694009,-7.023555920103764,-32.61863441063697,100.00000000000001,0.8945852157697316,Low income
Benin,BEN,2005,6567654954.38903,5913687647.283463,590502693.6481233,987846686.274372,-139802467.77043533,7352234559.435522,80.43388169239114,8.031608470520014,13.43600613240249,-1.9014962953136367,15.598886039847798,0.9444463233023992,5.840368058827267,18.396623651302573,0.639552835512669,-0.006790358483910186,-8.394417615633198,-27.482554766874344,100.00000000000001,0.9380172513929178,Low income
Benin,BEN,2006,7034111314.888124,6385944635.659861,679968879.7807344,996131520.539407,-257367391.00422192,7804677644.97578,81.8220165668313,8.712324976271901,12.763262825860098,-3.297604368963282,16.987020914287953,1.625162829054286,5.167624752284875,17.00051557765293,1.7258086334175582,8.475469244429101,-5.007018454092494,73.42155107482702,100.00000000000001,0.9648958308319735,Low income
Benin,BEN,2007,8169048382.838754,7241960715.981151,781654190.1045091,1393433297.9859142,-410746118.1830075,9006302085.888567,80.40992459411441,8.678969266745295,15.471758383157066,-4.560652244016786,15.574928941571073,1.5918071195276795,7.876120309581844,15.737467702599425,-1.7258093016608744,-0.38285658096376407,21.22102783787536,38.30198331070829,100.0,1.0805020297890593,Low income
Benin,BEN,2008,9787734526.23965,8784833942.201365,1001636470.2531496,1550867404.2924583,-341975490.53588533,10995362326.211086,79.8958113573011,9.109626772966067,14.104741237998612,-3.110179368265778,15.060815704757758,2.0224646257484515,6.509103164423389,17.18794057835043,-0.6393654009855254,4.962081244726813,-8.835564202234591,-31.804066570826862,100.0,1.2781371043367333,Low income
Benin,BEN,2009,9738626517.003195,8762911643.142412,1099356624.4280648,1613257090.3505917,-472001561.88448334,11003523796.036585,79.63732169415374,9.990950579159447,14.661276880517848,-4.28954915383103,14.8023260416104,2.903788431941832,7.0656388069426255,16.008570792785182,-0.3235334353028474,9.674642311459092,3.945734509612353,37.91967105173304,100.0,1.2385635638357313,Low income
Benin,BEN,2010,9535345015.78355,8551170480.833102,1069090438.8458732,1682988084.2474282,-504111169.9472375,10799137833.979168,79.18382571178132,9.899775845827357,15.584467113216723,-4.66806867082543,14.348830059237983,2.8126136986097414,7.988829039641501,15.63005127579078,-0.5694515746198281,-0.9125731591774211,6.296792838866749,8.824226123072654,99.99999999999997,1.176558665281467,Low income
Benin,BEN,2011,10693321363.657408,9522954341.940086,1178782768.058405,1948999825.4127536,-590028152.3579445,12060708783.0533,78.95849666249255,9.773743726527348,16.159911166674757,-4.892151555694659,14.123501009949209,2.686581579309733,8.564273093099533,15.40596839092155,-0.2845644893553656,-1.2730805349812968,3.692420467620705,4.800333942594004,100.0,1.271426122418627,Low income
Benin,BEN,2012,11141358115.899054,9767289653.15479,1239843837.175125,1805348966.405349,-327919476.146039,12484562980.589226,78.23493436126516,9.93101511925417,14.46065007811866,-2.626599558637994,13.39993870872182,2.8438529720365544,6.865012004543437,17.671520387978216,-0.916383076947691,1.6091213063011311,-10.515287312100718,-46.309930738336845,100.0,1.2732853626302116,Low income
Benin,BEN,2013,12517845123.931498,10664852472.938913,1382249779.5624967,2592228258.711936,-508106993.8210764,14131223517.39227,75.47012797450232,9.781529376145432,18.343976057851624,-3.5956334084993715,10.635132321958977,2.694367228927817,10.7483379842764,16.70248653811684,-3.533979301364021,-1.5052413203854198,26.854435718689263,36.89309421660998,100.0,1.3943239369883562,Low income
Benin,BEN,2014,13284527846.908115,11045952572.896486,1352391116.5025134,2874461326.579192,-319704476.48848057,14953100539.489712,73.87065006167236,9.04421870856133,19.22317929307045,-2.138048063304139,9.035654409129023,1.9570565613437143,11.627541219495228,18.16007188331207,-2.119352326221491,-7.537785137999064,4.792871689573053,-40.53765163461288,100.00000000000001,1.4268675005500853,Low income
Benin,BEN,2015,11388160997.108948,9860273434.866251,1299546342.911862,2334087780.5848374,-833090755.2754407,12660816803.08751,77.88023149076521,10.264316774530299,18.435522896245043,-6.580071161540545,13.04523583822187,3.1771546273126834,10.83988482266982,13.718048785075666,5.427840997399325,13.490364455848614,-4.097430424057591,207.7606754719865,100.00000000000001,1.1677881354926405,Low income
Benin,BEN,2016,11821065852.12709,9870745148.741365,1215302355.7217493,2331408891.3131905,-446050447.8545971,12971405947.92171,76.09618562838106,9.369087364939544,17.97344791053071,-3.4387209038513187,11.261189975837723,2.2819252177219287,10.377809836955485,16.859399042764892,-2.2907557261122036,-8.721763262530647,-2.506438186293325,-47.74036907153698,100.0,1.1560893680469884,Low income
Benin,BEN,2017,12701655845.961237,10555709206.600988,1331004520.2238793,2977071305.081446,-897423731.4382863,13966361300.468027,75.57952267959197,9.530073664779644,21.316012388865246,-6.425608733236858,10.744527027048633,2.4429115175620293,13.720374315290023,13.872511213379353,-0.6789603769527086,1.7182708792164103,18.5972357389264,86.86043191351376,100.00000000000001,1.202650628220848,Low income
Benin,BEN,2018,14262408079.701374,11532614583.00219,1484788762.499872,3694043955.230392,-1033558668.9229307,15677888631.809525,73.55974298479953,9.47059133643367,23.562126520884906,-6.592460842118117,8.724747332256186,2.383429189216054,15.966488447309683,13.705659104498094,-2.6723901173006825,-0.6241539198779233,10.53721536206722,2.596673962082452,99.99999999999999,1.3045363065075943,Low income
Bosnia and Herzegovina,BIH,1987,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1988,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1989,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1990,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1991,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,1992,,,,,,,,,,,,,,,,,,,,,Lower middle income
Bosnia and Herzegovina,BIH,1993,,,,,,,,,,,,,,,,,,,,,Low income
Bosnia and Herzegovina,BIH,1994,1255802469.1358023,,,,-891000000.0,,,,,,,,,,,,,,,,Low income
Bosnia and Herzegovina,BIH,1995,1866572953.7366548,,,229000000.0,-953000000.0,,,,,,,,,,,,,,,,Low income
Bosnia and Herzegovina,BIH,1996,2786045321.637427,,,948237971.8234982,-1678999933.5459862,,,,,,,,,,,,,,,,Low income
Bosnia and Herzegovina,BIH,1997,3671909673.044008,,,1256401062.0187583,-1651026264.4343662,,,,,,,,,,,,,,,,Low income
Bosnia and Herzegovina,BIH,1998,4116774300.606705,,,1340696369.9970677,-2925388652.8595166,,,,,,,,,,,,,,,,Lower middle income
Bosnia and Herzegovina,BIH,1999,4686256363.047072,,,1119863546.855722,-3117890450.7311544,,,,,,,,,,,,,,,,Lower middle income
Bosnia and Herzegovina,BIH,2000,5567772768.811885,6985885880.368936,1369772335.4342725,1699723768.8778346,-2315642576.524123,7739739408.15692,90.25996240915427,17.697912852087345,21.96099479895271,-29.918870060194337,15.19231039401248,1.4757498019575266,5.893005530001897,1.2541362810862857,,,,,99.99999999999997,1.9838496061272637,Lower middle income
Bosnia and Herzegovina,BIH,2001,5800615466.266482,7220924022.94959,1357659151.0115938,1648132783.6900525,-2430358884.7304707,7796357072.920765,92.61920606522965,17.41401962882353,21.13978064722745,-31.173006341280622,17.55155405008786,1.191856578693713,5.071791378276636,0.0,2.6138318619952194,-1.60410566848469,-3.7394214571938367,4.1917902600033585,100.0,1.9895551289281184,Lower middle income
Bosnia and Herzegovina,BIH,2002,6728220886.645462,8143730493.655477,1576920174.9616249,1905153957.5684376,-2723278028.265253,8902526597.920286,91.4766207557069,17.713175665546547,21.400149009535106,-30.58994543078856,16.408968740565115,1.4910126154167287,5.3321597405842915,0.5830609104920619,-1.2336375553878565,1.7179034082852151,1.2316512013657244,-1.8704032075339105,100.0,2.2692979260909563,Lower middle income
Bosnia and Herzegovina,BIH,2003,8498894359.386289,10248418403.030241,1937630385.958595,2307826215.9161468,-3348010827.8916883,11145864177.013294,91.94817234688807,17.38429928075629,20.705673236855866,-30.038144864500214,16.880520331746283,1.1621362306264729,4.637683967905051,1.134861476780408,0.5154886432025885,-1.8566765835780985,-3.2451912945550387,-1.8038625388751561,100.00000000000001,2.829235112602493,Lower middle income
Bosnia and Herzegovina,BIH,2004,10156541538.39903,11783792155.321661,2224915484.6151843,2670507892.2291555,-3731533555.0678444,12947681977.098156,91.01082476511871,17.183890433442926,20.62537446434618,-28.820089662907822,15.943172749976924,0.9617273833131073,4.557385195395366,2.3529166783728,-1.0194303571723795,-1.1528152160565353,-0.3878104884160627,-4.055028055450649,100.00000000000001,3.2576446702905724,Lower middle income
Bosnia and Herzegovina,BIH,2005,11222796336.542631,12842146927.429007,2430443333.2782273,3216867952.5052743,-4009076556.4416347,14480381656.770874,88.6865224399949,16.784387255026374,22.215353357078822,-27.686263052100095,13.618870424853114,0.5622242048965553,6.147364088128008,3.4867432891805272,-2.5538745870311352,-2.3248703776593382,7.708848610148333,-3.9341536548617717,100.0,3.6281086708756805,Lower middle income
Bosnia and Herzegovina,BIH,2006,12864841905.954311,14095993770.65331,2698376726.668172,2924278481.0451345,-3513807380.287761,16204841598.078857,86.98631014279363,16.651669874934626,18.04570852079059,-21.683688538518858,11.918658127651838,0.4295068248048075,1.9777192518397761,9.489317802761764,-1.9171033550803962,-0.7907192444693067,-18.76920330398253,-21.68069595483354,100.0,4.0588090613599555,Lower middle income
Bosnia and Herzegovina,BIH,2007,15778734264.37873,16895298540.310972,3326231925.335356,4229383493.2466903,-4630860956.904919,19820053001.9881,85.24345791919046,16.7821545431877,21.33891111604218,-23.364523578420346,10.175805904048673,0.5599914930578826,5.2709218470913655,7.808482762860276,-2.0035936927801146,0.783613110475434,18.249228571199993,7.7516103264241965,100.0,4.967578960049945,Lower middle income
Bosnia and Herzegovina,BIH,2008,19112796623.117504,20506667560.418095,4220374536.772129,5498759582.8627405,-6205302367.592473,24020499312.46049,85.37152909964858,17.569886794912858,22.89194538104498,-25.833361275606414,10.303877084506794,1.347723744783039,6.823956112094166,5.339645065674208,0.15024165324162286,4.693868416584901,7.277945236086847,10.566608340631035,100.0,6.024836779135828,Upper middle income
Bosnia and Herzegovina,BIH,2009,17613949091.229362,19001981048.248764,4132501379.723288,4175621195.1067233,-4179567594.3663254,23130536028.712452,82.15106223505231,17.865999190825157,18.052418629310758,-18.069480055188237,7.083410219910519,1.6438361406953383,1.9844293603599432,13.103526286092386,-3.7722961021785517,1.6853403745209938,-21.14074042716114,-30.053701249280916,99.99999999999999,5.804617231791037,Upper middle income
Bosnia and Herzegovina,BIH,2010,17176315803.729837,18359840527.107006,3972383154.7868958,3565784362.853312,-3706156263.120116,22191851781.627098,82.73235017866935,17.90018784315998,16.067989268950814,-16.70052729078016,7.664698163527561,1.6780247930301613,0.0,14.472479050500464,0.7075842086543549,0.1913615464192997,-10.992595513699921,-7.576049561066456,99.99999999999999,5.571976979356705,Upper middle income
Bosnia and Herzegovina,BIH,2011,18644233537.109337,19822481532.577507,4304951536.564892,4097429948.888969,-4430690997.535781,23794172020.495586,83.3081374527469,18.09246202329182,17.220309012474004,-18.62090848851272,8.240485437605116,1.8702989731620008,1.15231974352319,12.552097852767904,0.6959638797085832,1.0741461587807422,7.171524228920734,11.49892553867291,100.0,5.978199554349169,Upper middle income
Bosnia and Herzegovina,BIH,2012,17226735995.690475,18631400792.269135,4025100807.378745,3766886303.46667,-4038640463.5365696,22384747439.57798,83.23257093947535,17.98144391954163,16.827915140139226,-18.041929999156203,8.164918924333563,1.7592808694118105,0.7599258711884112,13.13107634212442,-0.09070724131170493,-0.6136152371483128,-2.278669169354264,-3.10929238341775,100.0,5.628527377736226,Upper middle income
Bosnia and Herzegovina,BIH,2013,18179108530.526096,19356623565.64708,4149522861.055048,3821914787.743262,-3716745584.5045424,23611315629.940845,81.98028381400945,17.57429753636072,16.18679300909772,-15.741374359467889,6.912631798867665,1.3521344862309022,0.11880374014690531,15.431631981812734,-1.5045637919517518,-2.2642585601172716,-3.809872617626009,-12.751161543115996,100.00000000000001,5.942414740043494,Upper middle income
Bosnia and Herzegovina,BIH,2014,18558733564.4692,19626847057.5626,4242720271.5563817,4248766050.5681505,-4189456025.73382,23928877353.95331,82.02159577837459,17.73054460014372,17.755810219262997,-17.507950597781292,6.9539437632328,1.508381550013901,1.687820950312183,13.66505574349933,0.05039256080017207,0.8890657703941152,9.69319376162665,11.22250318156539,100.00000000000001,6.028684020413802,Upper middle income
Bosnia and Herzegovina,BIH,2015,16404348871.443703,16613607546.844555,3604003874.1315527,3424401244.802925,-2962992630.5307884,20679020035.248245,80.34040065015641,17.42831076128549,16.559784936451976,-14.328496347893878,5.272748635014622,1.2061477111556727,0.49179566750116166,16.844509993386744,-2.049698146279466,-1.7045942224232613,-6.735965681326517,-18.16005952341636,100.0,5.216090379443206,Upper middle income
Bosnia and Herzegovina,BIH,2016,17116926327.624695,16816431287.359196,3579055153.4692693,3503845681.8157396,-2811731826.5136404,21087600296.13056,79.74559006813546,16.97232071553444,16.61566813014126,-13.333578913811142,4.677938052993667,0.7501576654046218,0.5476788611904446,17.83942742746948,-0.7403629770419862,-2.616375459427589,0.3374632817016332,-6.943627648891281,100.00000000000001,5.326234588274891,Upper middle income
Bosnia and Herzegovina,BIH,2017,18326373366.110527,17532148790.476635,3695574329.8337574,3968100265.4791274,-2931680355.524207,22264143030.265312,78.74612001299074,16.598771957268184,17.82282956089975,-13.167721531158666,3.678467997848955,0.37660890713836537,1.754840291948934,18.005284810121957,-1.2533232925993176,-2.2009291747848825,7.265199456943083,-1.2439074589394639,100.00000000000001,5.631759179865463,Upper middle income
Bosnia and Herzegovina,BIH,2018,20484053868.92458,19052867105.01302,4026623656.822482,4592600476.166049,-2962601351.2494087,24709489886.752144,77.10748863022101,16.295859102220213,18.586383196151477,-11.989730928592707,2.039836615079224,0.0736960520903942,2.5183939272006626,19.183275412687916,-2.0809042813784373,-1.8249112393843858,4.28413250905364,-8.946047345992925,100.0,6.2605263652189125,Upper middle income
Botswana,BWA,1987,1965226890.0455704,1136132836.1151464,528577240.0578698,540995782.4604914,524467506.6008872,2730173365.234395,41.61394476198787,19.36057419608185,19.81543697368995,19.210044068240325,3.365437014972372,7.082414109156819,3.730934890333554,54.27017357795356,-12.407358224468922,0.8497001849792962,10.617708905155808,24.89778104546856,99.99999999999999,2.369917470681204,Lower middle income
Botswana,BWA,1988,2644554158.7279363,1317601340.4878519,631771618.319709,792223289.2264414,703247533.0692315,3444843781.103234,38.248507747015495,18.339630429260858,22.99736474472949,20.414497078994156,0.0,6.061470342335827,6.912862661373097,55.47462658870738,-8.087281881641085,-5.273313469326791,16.057822874480966,6.269912793928123,100.0,2.897405153917002,Lower middle income
Botswana,BWA,1989,3083822112.020233,1566689132.7846835,698922916.7307729,969484129.6232144,403620850.0133505,3638717029.152021,43.056085983959846,19.207949151617658,26.643570298434177,11.092394565988323,4.807578236944352,6.929789064692628,10.559068215077783,46.15252407570155,12.569322360869052,4.734657689565003,15.854884219029142,-45.664130137195336,100.00000000000001,2.9667073747465555,Lower middle income
Botswana,BWA,1990,3790636324.447746,2174670217.0316467,914932065.407269,1226493792.4154487,199519905.228045,4515615980.082409,48.1588830100641,20.261511816834606,27.161162459901327,4.418442713199979,9.910375263048607,7.983351729909575,11.076660376544933,39.47857222291321,11.851511602808618,5.485034643212905,1.9426531642328992,-60.16691718893702,100.00000000000001,3.570752120083005,Lower middle income
Botswana,BWA,1991,3942876703.451844,2377128124.509969,955303263.7714396,1232985268.2857816,256312337.47057366,4821728994.037764,49.30032624084372,19.812462810595648,25.57143443379773,5.315776514762917,11.051818493828222,7.534302723670617,9.486932350441336,40.375906024476144,2.370161348096622,-2.216266043217263,-5.852945463768533,20.30882507273837,100.00000000000001,3.7018176859954366,Upper middle income
Botswana,BWA,1992,4146464586.616739,2611146002.4410763,1092914953.3707,1225301875.836898,273993055.9670098,5203355887.615684,50.181960619986974,21.004040026781688,23.548300410379273,5.265698942852066,11.933452872971479,8.725879939856657,7.463798327022879,40.3258284525653,1.7882931947270864,6.014281150088974,-7.9116954844914105,-0.9420556295355209,100.0,3.8732974251750747,Upper middle income
Botswana,BWA,1993,4160129174.7056947,2634978281.728795,1164697749.760119,1120998937.300744,332119311.2058027,5252794279.9954605,50.163363369544946,22.17291764491347,21.341002094255114,6.322716891286473,11.914855622529451,9.894757557988438,5.256500010898719,41.3828464009997,-0.037059633008085235,5.565013286212439,-9.37349310845066,20.073649479510358,100.00000000000001,3.787075043994162,Lower middle income
Botswana,BWA,1994,4259259604.156229,2847750819.940811,1219155605.3034945,1102380389.2134714,317919128.9723594,5487205943.430137,51.89801238188334,22.21814923427827,20.090013033561423,5.793825350276963,13.649504634867846,9.939989147353238,4.005510950205029,40.85395485999019,3.4579998146446744,0.20399475652757015,-5.861904024790155,-8.364941054665776,99.99999999999999,3.8363643027354826,Lower middle income
Botswana,BWA,1995,4730599121.927042,3287092197.6605644,1421755301.8226995,1276203400.395425,334823481.79627275,6319874381.674961,52.01198630136987,22.496575342465757,20.193493150684937,5.297945205479452,13.763478554354379,10.218415255540727,4.108991067328542,40.35807471519268,0.21961133819128342,1.2531471692427631,0.5150823792430925,-8.558769290030577,100.00000000000001,4.290561306354864,Lower middle income
Botswana,BWA,1996,4847757217.758154,2984059007.3331995,1269810423.3894684,1115637851.7879658,809639139.9186027,6179146422.429236,48.29241457204477,20.549932572891873,18.0548861528575,13.102766702205862,10.043906825029275,8.271772485966842,1.9703840695011046,48.16289621191909,-7.151374123212706,-8.653062699278035,-10.590574804809826,147.3178976757668,100.0,4.0794352512890235,Lower middle income
Botswana,BWA,1997,5020265626.664892,3194619864.39547,1414827530.5737457,1313971901.2162664,660519458.5351062,6583938754.720589,48.52140919605265,21.489074903063685,19.957231532176202,10.03228436870746,10.272901449037157,9.210914816138654,3.8727294488198076,45.092413878420686,0.4741834220491459,4.570050664840952,10.536457351283946,-23.43384724221247,100.00000000000001,4.233604317901304,Upper middle income
Botswana,BWA,1998,4790481509.176786,3208775450.3204064,1440457372.1923008,1346725415.7713895,-156298806.40245342,5839659431.881642,54.947989480381075,24.66680444287758,23.061711585763668,-2.676505509022316,16.69948173336558,12.38864435595255,6.977209502407273,32.383624000690915,13.244834374784077,14.787651651588085,15.555664865551332,-126.67892386873352,100.0,3.6637446311971296,Upper middle income
Botswana,BWA,1999,5484263346.881052,3297036693.4485483,1503288538.2844675,1463196807.3661528,628795766.7976027,6892317805.896771,47.83639968876283,21.811074019226425,21.229386812580007,9.123139479430737,9.587891941747337,9.532913932301394,5.144884729223612,44.18326898914397,-12.942402185902369,-11.57722083646605,-7.94531128519872,-440.86010466547754,100.0,4.227263077944458,Upper middle income
Botswana,BWA,2000,5788329609.157553,3370241875.4165196,1441452036.5361245,1455329491.5520012,679485671.7237053,6946509075.228351,48.51705855297872,20.750739989333997,20.95051594680542,9.781685510881863,10.268550805963223,8.472579902408967,4.866013863449027,44.84181502059509,1.4228889896489738,-4.8614480376241165,-1.3136077279883307,7.218414592212485,100.0,4.172860243473784,Upper middle income
Botswana,BWA,2001,5489608299.664453,3180750530.7128673,1289324111.4839418,1422824077.244402,537440936.7938094,6430339656.23502,49.464735935507406,20.050637764270828,22.126732852514188,8.357893447707589,11.216228188491911,7.7724776773457975,6.0422307691577934,43.41802295742082,1.9532869691468724,-3.373866307529394,5.614262239150825,-14.555692488685546,100.00000000000003,3.786868193811066,Upper middle income
